uuid,item_volume,item_attractiveness,putaway_zone,initial_stock
A012081,0.00029039999999999996,0.000543773790103317,CANTI-HEAVY,2
A012082,0.000288,0.00018125793003443902,OPT-B-05-07,4
A012083,0.0002466,0.00013594344752582924,OPT-B-01-04,0
A012084,0.0012045,0.000543773790103317,OPT-C-07-11,3
A012085,0.00069819,9.062896501721951e-05,OPT-C-01-04,0
A012086,0.00069819,0.0,OPT-C-01-04,0
A012087,0.00086173,0.0,OPT-C-07-11,3
A012088,0.00086173,4.5314482508609755e-05,OPT-C-01-04,0
A012089,0.0011133299999999998,4.5314482508609755e-05,CANTI-LIGHT,1
A012090,0.0011133299999999998,4.5314482508609755e-05,OPT-C-07-11,0
A012091,0.001430975,4.5314482508609755e-05,OPT-C-01-04,0
A012092,0.006003,4.5314482508609755e-05,OPT-C-05-07,0
A012093,0.00403312,0.0,MERAKEZET,1
A012094,0.031647,0.0,OPT-C-07-11,4
A012095,0.0255255,0.0,OPT-B-07-11,1
A012096,0.0208075,4.5314482508609755e-05,OPT-C-01-04,0
A012097,0.007406498319656488,0.00018125793003443902,PALLET-C,0
A012098,0.03331125,9.062896501721951e-05,PALLET-C,0
A012099,0.0648,0.0,OPT-B-05-07,4
A012100,0.0001875,4.5314482508609755e-05,OPT-B-01-04,1
A012101,0.02210175,0.0,OPT-C-08,2
A012102,0.000175,0.0,OPT-B-01-04,2
A012103,0.03991005,9.062896501721951e-05,OPT-C-07-11,5
A012104,0.040681199999999994,0.0,OPT-C-07-11,3
A012105,0.0037905,0.0,OPT-B-01-04,3
A012106,0.03056625,0.00013594344752582924,PALLET-C,2
A012107,0.02934708,4.5314482508609755e-05,OPT-C-01-04,0
A012108,0.014847,0.00022657241254304877,CANTI-HEAVY,1
A012109,0.021520125,0.00013594344752582924,CANTI-LIGHT,0
A012110,0.00045375,0.00013594344752582924,OPT-A-01-04,3
A012111,0.000204,4.5314482508609755e-05,OPT-C-01-04,0
A012112,0.00046197,0.00013594344752582924,OPT-A-01-04,0
A012113,0.000407808,0.00013594344752582924,OPT-A-01-04,0
A012114,0.01006335,4.5314482508609755e-05,OPT-C-01-04,0
A012115,0.01008612,4.5314482508609755e-05,OPT-C-01-04,0
A012116,0.060515,4.5314482508609755e-05,OPT-A-07-11,14
A012117,0.068448,4.5314482508609755e-05,CANTI-HEAVY,1
A012118,0.001274,0.0,OPT-C-01-04,1
A012119,0.00288,0.0,OPT-C-01-04,2
A012120,0.003125,0.0,OPT-B-01-04,4
A012121,0.0022848,0.0,OPT-C-01-04,1
A012122,0.051675,0.0,OPT-C-05-07,1
A012123,0.04584,0.0,PALLET-C,0
A012124,0.04584,0.0002718868950516585,OPT-A-07-11,0
A012125,0.0694419,0.0,PALLET-C,0
A012126,0.141284,9.062896501721951e-05,OPT-C-07-11,0
A012127,0.141284,0.00018125793003443902,OPT-C-07-11,0
A012128,1.81826253,4.5314482508609755e-05,OPT-B-07-11,0
A012129,0.840630528,0.0,PALLET_JACK,0
A012130,0.231672,0.0,OPT-C-07-11,1
A012131,2.4e-05,4.5314482508609755e-05,OPT-B-01-04,1
A012132,0.00257075,0.0,OPT-C-01-04,1
A012133,0.336336,4.5314482508609755e-05,OPT-C-01-04,0
A012134,0.003111,0.0,OPT-A-05-07,0
A012135,0.49800659999999997,4.5314482508609755e-05,OPT-B-07-11,0
A012136,0.02541,4.5314482508609755e-05,OPT-C-07-11,0
A012137,0.49014,0.0,PALLET_JACK,0
A012138,0.312,0.0,OPT-B-07-11,1
A012139,0.037312,4.5314482508609755e-05,OPT-A-07-11,0
A012140,0.08251296000000001,4.5314482508609755e-05,OPT-A-07-11,0
A012141,0.0005005,4.5314482508609755e-05,OPT-C-01-04,0
A012142,0.0008778,9.062896501721951e-05,OPT-A-01-04,0
A012143,0.00179676,4.5314482508609755e-05,OPT-B-01-04,0
A012144,0.0003636,0.00018125793003443902,OPT-B-01-04,0
A012145,0.002013018,4.5314482508609755e-05,OPT-B-01-04,0
A012146,0.002013018,4.5314482508609755e-05,OPT-B-01-04,0
A012147,0.007872,9.062896501721951e-05,OPT-B-01-04,0
A012148,0.0026508,0.0,OPT-B-01-04,0
A012149,0.0026508,4.5314482508609755e-05,OPT-B-01-04,0
A012150,0.0052785,0.0,MERAKEZET,0
A012151,0.0017625,4.5314482508609755e-05,OPT-B-01-04,0
A012152,0.005494229999999999,0.00045314482508609753,OPT-B-01-04,0
A012153,0.0030340799999999998,0.00013594344752582924,OPT-A-05-07,0
A012154,0.00208568,0.0,OPT-B-01-04,0
A012155,0.0191704,4.5314482508609755e-05,OPT-C-01-04,0
A012156,0.03890025,0.0,OPT-A-07-11,0
A012157,0.012803,0.00036251586006887804,OPT-A-05-07,2
A012158,0.035112,0.0,OPT-A-07-11,1
A012159,0.0219,9.062896501721951e-05,OPT-B-07-11,0
A012160,0.191754,0.0,OPT-C-08,1
A012161,1.8e-05,4.5314482508609755e-05,OPT-C-01-04,0
A012162,2.304e-05,0.00013594344752582924,OPT-B-01-04,1
A012163,2.205e-05,4.5314482508609755e-05,OPT-A-05-07,0
A012164,0.06732,9.062896501721951e-05,OPT-C-08,2
A012165,0.1881441,0.0,OPT-C-07-11,0
A012166,0.000119416,0.0002718868950516585,OPT-B-01-04,0
A012167,0.02464,4.5314482508609755e-05,OPT-C-01-04,0
A012168,0.027147375,0.0009969186151894145,PALLET-A,4
A012169,0.12494991999999999,0.00045314482508609753,OPT-A-07-11,0
A012170,0.14152320000000002,9.062896501721951e-05,OPT-B-08,0
A012171,0.0707861,9.062896501721951e-05,OPT-A-07-11,0
A012172,0.0916487,9.062896501721951e-05,OPT-C-07-11,0
A012173,0.0999775,0.0010422330976980242,OPT-A-07-11,0
A012174,0.0011583,0.0007250317201377561,OPT-A-01-04,2
A012175,0.0011305,0.0004984593075947072,OPT-B-01-04,4
A012176,0.005544,4.5314482508609755e-05,OPT-B-01-04,0
A012177,0.1301475,4.5314482508609755e-05,PALLET-B,0
A012178,0.00567,4.5314482508609755e-05,OPT-B-01-04,0
A012179,9.108e-06,0.0005890882726119267,OPT-A-01-04,4
A012180,0.00011279999999999999,0.0003172013775602683,OPT-A-01-04,3
A012181,0.005286943237288135,0.00036251586006887804,OPT-A-01-04,1
A012182,0.0128656,0.00018125793003443902,OPT-B-07-11,9
A012183,0.002184,4.5314482508609755e-05,OPT-C-05-07,1
A012184,0.002016,4.5314482508609755e-05,OPT-B-05-07,0
A012185,0.0021285,0.00045314482508609753,OPT-B-05-07,1
A012186,0.0021285,0.00018125793003443902,OPT-B-05-07,0
A012187,0.0110838,9.062896501721951e-05,OPT-A-07-11,0
A012188,6.3e-06,0.0,OPT-B-01-04,3
A012189,6.5e-06,0.0,OPT-B-01-04,0
A012190,0.0010877999999999999,0.00013594344752582924,OPT-A-01-04,0
A012191,0.001815,0.0,OPT-C-05-07,9
A012192,0.0057,4.5314482508609755e-05,OPT-C-01-04,1
A012193,0.0057,0.0,PALLET-C,4
A012194,0.009772649999999999,0.0,OPT-B-01-04,9
A012195,0.00975,0.0,PALLET-C,1
A012196,0.00945,0.0,OPT-B-05-07,1
A012197,1e-09,0.0,OPT-C-07-11,0
A012198,0.008658,4.5314482508609755e-05,OPT-C-05-07,1
A012199,0.22413550000000004,0.0,OPT-C-07-11,0
A012200,0.009006,0.00018125793003443902,OPT-B-05-07,0
A012201,0.012474,0.0005890882726119267,OPT-A-07-11,8
A012202,0.011726,4.5314482508609755e-05,OPT-C-01-04,0
A012203,0.0046725,0.0004078303425774878,OPT-B-01-04,11
A012204,0.0053768,0.0010422330976980242,OPT-A-05-07,4
A012205,0.068796,0.0,OPT-C-05-07,0
A012206,0.03,0.0,OPT-C-07-11,0
A012207,0.068796,0.0,OPT-C-07-11,1
A012208,0.13998698831192008,0.0,OPT-C-07-11,0
A012209,0.0776,0.00018125793003443902,OPT-A-07-11,1
A012210,0.0855,0.00013594344752582924,OPT-A-07-11,2
A012211,0.06479123249999999,0.0,OPT-B-01-04,0
A012212,0.0108,9.062896501721951e-05,OPT-B-01-04,1
A012213,0.0108,0.0007250317201377561,OPT-B-05-07,1
A012214,0.0108,0.0,OPT-C-05-07,3
A012215,0.009954,0.00036251586006887804,OPT-C-05-07,2
A012216,0.0099935,0.0,OPT-MDK-14,0
A012217,0.010296,0.0005890882726119267,OPT-A-01-04,4
A012218,0.0099935,0.0,OPT-A-01-04,0
A012219,0.0049815,0.00036251586006887804,OPT-C-01-04,4
A012220,0.005166,0.0,OPT-A-01-04,0
A012221,0.005265,0.0006797172376291463,OPT-A-01-04,0
A012222,0.005175,0.0,OPT-A-01-04,0
A012223,0.13979032,0.0008156606851549756,OPT-A-07-11,2
A012224,0.12215622,0.0004984593075947072,OPT-B-07-11,1
A012225,0.1361088,0.001314119992749683,OPT-C-07-11,6
A012226,0.13369854,0.0004984593075947072,OPT-B-07-11,4
A012227,0.01344,0.00013594344752582924,OPT-C-05-07,1
A012228,0.0074115,0.000543773790103317,OPT-C-07-11,3
A012229,0.01314495,0.001993837230378829,OPT-A-01-04,0
A012230,0.0675955,0.00013594344752582924,OPT-B-07-11,0
A012231,0.22438790000000003,0.00013594344752582924,OPT-B-07-11,0
A012232,0.06690575,0.00013594344752582924,OPT-C-07-11,0
A012233,0.088328,0.0,OPT-A-07-11,0
A012234,0.088328,0.0,OPT-B-07-11,0
A012235,0.094962,0.002628239985499366,OPT-B-07-11,0
A012236,0.089964,0.0022204096429218776,OPT-A-07-11,0
A012237,0.094962,0.0,OPT-A-07-11,0
A012238,0.094962,0.0,OPT-A-07-11,0
A012239,0.092463,0.00018125793003443902,OPT-B-07-11,0
A012240,0.0933695,0.0,OPT-B-07-11,0
A012241,0.00664938,0.0007250317201377561,OPT-C-01-04,0
A012242,0.01323,0.0012234910277324632,OPT-C-05-07,0
A012243,0.001426,0.0004984593075947072,OPT-A-01-04,3
A012244,0.001426,0.0004078303425774878,OPT-B-01-04,3
A012245,6e-06,0.00022657241254304877,OPT-C-01-04,3
A012246,0.007245,0.0003172013775602683,OPT-A-01-04,1
A012247,7.254000000000001e-05,4.5314482508609755e-05,OPT-C-01-04,0
A012248,4.8e-06,0.00045314482508609753,OPT-A-01-04,0
A012249,0.000682,9.062896501721951e-05,OPT-C-01-04,0
A012250,0.00946335,0.00013594344752582924,OPT-A-01-04,0
A012251,7.599999999999999e-06,0.00045314482508609753,OPT-A-01-04,0
A012252,0.0014651,0.0004984593075947072,OPT-A-01-04,1
A012253,0.0014651,0.0005890882726119267,OPT-C-01-04,0
A012254,0.0018914673422039128,9.062896501721951e-05,OPT-A-01-04,0
A012255,0.0094484,0.0011781765452238534,OPT-C-05-07,0
A012256,0.0094484,0.001495377922784122,OPT-B-05-07,0
A012257,0.0315,0.0,OPT-C-07-11,4
A012258,0.028215,0.0,OPT-B-05-07,2
A012259,0.0380664,0.0,OPT-C-05-07,0
A012260,0.050778,0.00022657241254304877,OPT-B-07-11,1
A012261,0.0499086,0.0002718868950516585,OPT-B-07-11,2
A012262,0.0019475,4.5314482508609755e-05,OPT-C-01-04,0
A012263,0.001292,9.062896501721951e-05,OPT-C-01-04,0
A012264,0.069103125,0.0,OPT-C-07-11,4
A012265,0.05922,0.0,PALLET-C,1
A012266,0.0498015,0.000543773790103317,OPT-B-05-07,1
A012267,0.063426,0.0007703462026463658,OPT-C-05-07,1
A012268,0.00594,0.000543773790103317,OPT-B-05-07,4
A012269,0.004988,0.0010422330976980242,OPT-B-01-04,2
A012270,0.0021431999999999996,0.0004984593075947072,OPT-A-01-04,1
A012271,0.0029349650000000003,0.000543773790103317,OPT-B-01-04,0
A012272,0.0034968,0.00022657241254304877,OPT-B-01-04,1
A012273,0.00336,0.00022657241254304877,OPT-B-01-04,3
A012274,0.003955,0.0025376110204821463,OPT-A-05-07,1
A012275,0.0027096999999999998,0.0020844661953960484,OPT-B-01-04,9
A012276,4.8e-06,0.002809497915533805,OPT-A-01-04,0
A012277,0.0144585,0.0002718868950516585,OPT-C-05-07,0
A012278,0.00505505,0.0006344027551205366,OPT-A-05-07,9
A012279,0.005571475,0.002175095160413268,OPT-A-01-04,5
A012280,0.00238966,0.0006797172376291463,OPT-A-05-07,4
A012281,0.00238966,0.0014500634402755121,OPT-B-01-04,3
A012282,0.00091105,0.0009969186151894145,OPT-A-01-04,1
A012283,0.0182,0.0008156606851549756,OPT-C-07-11,0
A012284,0.01722825,0.000543773790103317,OPT-B-07-11,0
A012285,0.0005,0.002809497915533805,OPT-B-05-07,0
A012286,0.01595625,0.0024469820554649264,OPT-C-07-11,0
A012287,0.004185,0.001993837230378829,OPT-A-01-04,0
A012288,0.004185,0.0011328620627152437,OPT-B-05-07,0
A012289,0.002800875,0.0015860068878013414,OPT-A-01-04,0
A012290,0.002800875,0.0009969186151894145,OPT-A-01-04,0
A012291,0.00133525,0.00013594344752582924,OPT-A-01-04,0
A012292,0.0013625,0.0005890882726119267,OPT-A-01-04,0
A012293,0.0014262300000000001,0.00018125793003443902,OPT-A-05-07,0
A012294,0.003576375,0.00018125793003443902,OPT-B-01-04,2
A012295,0.0006335,0.0,PALLET-C,3
A012296,0.00024453,0.0,OPT-B-01-04,14
A012297,0.00039,0.0,OPT-C-01-04,1
A012298,0.00063,0.0,PALLET-C,4
A012299,0.00376464,0.0,OPT-MDK-14,0
A012300,0.00117425,0.0,OPT-B-01-04,6
A012301,0.00045,0.0,OPT-B-01-04,1
A012302,0.006348,0.0,OPT-MDK-14,0
A012303,0.0021988479999999998,0.00036251586006887804,OPT-B-01-04,30
A012304,0.000721875,0.0011328620627152437,OPT-A-01-04,0
A012305,0.002292,0.001993837230378829,OPT-C-05-07,3
A012306,0.001225,0.00022657241254304877,OPT-MDK-14,12
A012307,0.00126,0.0002718868950516585,OPT-C-01-04,6
A012308,0.002767875,0.0,OPT-C-01-04,2
A012309,0.00233464,0.0015406924052927316,OPT-A-01-04,2
A012310,0.00104076,0.0015406924052927316,OPT-A-05-07,2
A012311,0.00244188,0.0012234910277324632,OPT-B-01-04,0
A012312,0.00244188,0.0027188689505165853,OPT-A-01-04,0
A012313,0.001558,0.0016766358528185609,OPT-B-01-04,0
A012314,0.001701295,0.0016313213703099511,OPT-C-01-04,0
A012315,0.002704855,0.00018125793003443902,OPT-A-05-07,3
A012316,0.00078,4.5314482508609755e-05,OPT-A-01-04,0
A012317,0.0012792,0.00018125793003443902,OPT-A-05-07,0
A012318,0.00072358,0.0,OPT-A-01-04,0
A012319,0.00078375,0.00013594344752582924,OPT-B-01-04,1
A012320,0.0020445,0.0011328620627152437,OPT-A-01-04,12
A012321,9.119999999999999e-06,0.0007703462026463658,OPT-A-01-04,12
A012322,0.00177327,0.0,OPT-B-01-04,17
A012323,0.00130065,4.5314482508609755e-05,OPT-C-01-04,1
A012324,0.00873125,0.0,OPT-C-05-07,2
A012325,0.005252625,0.00022657241254304877,OPT-C-05-07,1
A012326,0.0058968,0.0002718868950516585,OPT-B-01-04,2
A012327,0.0010431,0.001314119992749683,OPT-MDK-14,0
A012328,0.00095598,0.00045314482508609753,OPT-A-01-04,0
A012329,0.0021306,4.5314482508609755e-05,OPT-A-01-04,0
A012330,0.0153,0.0,OPT-C-05-07,2
A012331,0.0197925,4.5314482508609755e-05,OPT-C-01-04,0
A012332,0.064688,0.0,OPT-A-07-11,2
A012333,0.014421,4.5314482508609755e-05,OPT-C-01-04,0
A012334,0.078927675,9.062896501721951e-05,OPT-C-07-11,0
A012335,1.4400000000000001e-05,0.0,OPT-C-01-04,1
A012336,3.542e-05,0.0,OPT-C-01-04,10
A012337,0.001512,4.5314482508609755e-05,OPT-B-01-04,0
A012338,0.000793548,4.5314482508609755e-05,OPT-C-01-04,0
A012339,0.0559125,4.5314482508609755e-05,OPT-A-07-11,0
A012340,0.02643814,4.5314482508609755e-05,OPT-C-01-04,10
A012341,0.000370656,0.0,OPT-B-01-04,1
A012342,0.000303688,0.0005890882726119267,OPT-B-01-04,0
A012343,0.012597,4.5314482508609755e-05,OPT-A-05-07,0
A012344,0.012597,4.5314482508609755e-05,OPT-C-07-11,0
A012345,0.011284,4.5314482508609755e-05,PALLET-A,0
A012346,0.446,4.5314482508609755e-05,OPT-C-08,0
A012347,0.00438275,9.062896501721951e-05,OPT-A-05-07,0
A012348,0.0378,4.5314482508609755e-05,OPT-A-07-11,0
A012349,0.041838,4.5314482508609755e-05,OPT-A-07-11,0
A012350,0.1427037097847596,4.5314482508609755e-05,OPT-A-07-11,0
A012351,0.010641015,4.5314482508609755e-05,OPT-C-05-07,1
A012352,0.000342144,0.0,OPT-B-01-04,1
A012353,0.00011,0.0,OPT-B-01-04,4
A012354,0.1039473,0.0022657241254304874,OPT-A-08,4
A012355,0.130562289,0.0004984593075947072,OPT-A-08,6
A012356,0.1078,0.0002718868950516585,OPT-A-07-11,5
A012357,0.09870775,0.00022657241254304877,OPT-C-05-07,1
A012358,0.366528,0.00018125793003443902,PALLET-C,1
A012359,0.24024,4.5314482508609755e-05,OPT-A-07-11,4
A012360,0.36157,4.5314482508609755e-05,PALLET-B,0
A012361,0.10586625,9.062896501721951e-05,OPT-A-07-11,0
A012362,0.091329525,9.062896501721951e-05,OPT-C-07-11,0
A012363,0.091329525,0.00018125793003443902,OPT-C-07-11,0
A012364,0.019798625,4.5314482508609755e-05,OPT-A-07-11,0
A012365,0.011112,4.5314482508609755e-05,OPT-A-05-07,0
A012366,0.012699,0.00013594344752582924,OPT-B-05-07,1
A012367,0.000784,0.0,OPT-B-01-04,2
A012368,0.0002025,0.0,OPT-B-01-04,3
A012369,3.705e-05,0.0,OPT-B-01-04,3
A012370,0.0104244,9.062896501721951e-05,OPT-A-07-11,0
A012371,0.079365,4.5314482508609755e-05,OPT-C-05-07,0
A012372,0.108262,0.00018125793003443902,OPT-A-07-11,0
A012373,0.15310683644416853,9.062896501721951e-05,OPT-B-07-11,0
A012374,0.2523099,0.0,OPT-A-08,0
A012375,0.13061125,0.0,PALLET-C,4
A012376,1.152e-06,4.5314482508609755e-05,OPT-B-01-04,0
A012377,0.00189,0.0,OPT-C-01-04,1
A012378,0.000189,0.00013594344752582924,OPT-B-01-04,0
A012379,0.097152,0.00013594344752582924,OPT-C-01-04,0
A012380,0.07889,0.00018125793003443902,OPT-C-08,0
A012381,0.00012096,4.5314482508609755e-05,OPT-B-01-04,2
A012382,0.11676,0.0,OPT-C-07-11,8
A012383,0.071685,0.0,OPT-C-07-11,3
A012384,0.03237,4.5314482508609755e-05,OPT-A-05-07,2
A012385,0.03198,0.0,OPT-A-07-11,1
A012386,0.12528125,0.0,OPT-C-07-11,3
A012387,0.05175625,0.0,OPT-B-07-11,1
A012388,0.110446,0.0,OPT-A-07-11,2
A012389,0.1356885,0.0004078303425774878,OPT-A-07-11,2
A012390,0.22202976562500001,0.0,PALLET-C,0
A012391,0.1147608,0.0006797172376291463,OPT-A-07-11,3
A012392,0.09639,0.0005890882726119267,OPT-B-07-11,9
A012393,0.080454,0.0004078303425774878,OPT-A-07-11,5
A012394,0.13566,0.0008156606851549756,OPT-C-07-11,8
A012395,0.119,0.0002718868950516585,OPT-C-08,5
A012396,0.015708,4.5314482508609755e-05,OPT-C-05-07,1
A012397,0.02133775,0.00036251586006887804,OPT-C-05-07,1
A012398,0.03213,0.0006344027551205366,OPT-C-07-11,4
A012399,0.02926,4.5314482508609755e-05,OPT-C-01-04,0
A012400,0.02953125,4.5314482508609755e-05,OPT-C-01-04,0
A012401,0.017033625,0.00036251586006887804,OPT-A-07-11,3
A012402,0.05446035,0.00018125793003443902,OPT-C-07-11,1
A012403,0.039200785,4.5314482508609755e-05,OPT-A-07-11,0
A012404,0.0023595,0.0030813848105854633,CANTI-LIGHT,1
A012405,0.0055965,4.5314482508609755e-05,OPT-C-01-04,0
A012406,0.00423,4.5314482508609755e-05,OPT-C-05-07,7
A012407,0.0033378319999999998,0.00013594344752582924,OPT-A-01-04,0
A012408,0.004218666,0.00013594344752582924,OPT-B-07-11,4
A012409,0.008184,0.0,OPT-C-05-07,2
A012410,0.00445,0.0,OPT-C-05-07,3
A012411,4.9e-05,0.0002718868950516585,OPT-A-01-04,2
A012412,0.001664,0.00013594344752582924,OPT-B-01-04,13
A012413,0.00016319999999999998,0.0009969186151894145,OPT-A-01-04,1
A012414,9.998099999999999e-05,0.00022657241254304877,OPT-A-01-04,10
A012415,0.0015525,4.5314482508609755e-05,OPT-A-01-04,0
A012416,0.00672,0.002809497915533805,OPT-A-05-07,1
A012417,0.005096,4.5314482508609755e-05,OPT-C-01-04,10
A012418,0.0091875,4.5314482508609755e-05,OPT-C-01-04,0
A012419,0.002156,0.0019032082653616096,MERAKEZET,1
A012420,0.00108,0.0024016675729563166,OPT-MDK-14,3
A012421,0.006313125,4.5314482508609755e-05,OPT-A-05-07,0
A012422,0.0009072,9.062896501721951e-05,PALLET-C,10
A012423,0.0054471400000000005,9.062896501721951e-05,OPT-B-01-04,69
A012424,4.84e-05,9.062896501721951e-05,OPT-C-01-04,0
A012425,0.000672,0.0,OPT-C-01-04,8
A012426,0.00040019999999999997,0.0,OPT-B-01-04,5
A012427,0.002184,4.5314482508609755e-05,PALLET-C,4
A012428,0.00058725,0.00036251586006887804,OPT-C-01-04,1
A012429,0.1833,0.00022657241254304877,OPT-C-07-11,27
A012430,0.012996,0.0,CANTI-HEAVY,16
A012431,0.00954975,0.0,OPT-C-05-07,1
A012432,0.0103292,4.5314482508609755e-05,OPT-B-07-11,0
A012433,0.00050127,9.062896501721951e-05,OPT-A-01-04,1
A012434,0.000523125,0.00013594344752582924,OPT-B-01-04,4
A012435,0.011664,0.00036251586006887804,OPT-C-05-07,0
A012436,0.02303,0.0009516041326808048,PALLET-B,3
A012437,0.008680625,0.0,OPT-A-05-07,4
A012438,0.018816,0.0002718868950516585,OPT-C-05-07,2
A012439,0.018963,0.0,OPT-A-05-07,0
A012440,0.021525,0.0,OPT-A-05-07,0
A012441,0.009797257592885375,0.0,OPT-B-01-04,2
A012442,0.09393783869565217,0.0,OPT-A-05-07,6
A012443,0.00310635,0.0,OPT-C-01-04,2
A012444,0.013113,4.5314482508609755e-05,OPT-A-05-07,0
A012445,0.0005,0.0003172013775602683,OPT-C-01-04,1
A012446,0.001,9.062896501721951e-05,OPT-A-01-04,0
A012447,0.05215813135381849,4.5314482508609755e-05,CANTI-LIGHT,0
A012448,0.010602,0.000543773790103317,OPT-A-01-04,0
A012449,1.6899999999999997e-05,0.0,PALLET-C,0
A012450,0.000495,0.0,OPT-C-01-04,5
A012451,0.0015834,0.0,OPT-A-05-07,1
A012452,0.14742,0.0,OPT-C-08,1
A012453,0.0048906,0.0,OPT-C-01-04,2
A012454,0.0022365,0.0,PALLET-C,2
A012455,0.058937248,0.0,PALLET-C,12
A012456,0.0004635,0.00018125793003443902,OPT-B-01-04,0
A012457,0.00912438,0.0,OPT-C-05-07,0
A012458,0.010509375,0.0,OPT-C-01-04,35
A012459,0.01083,0.0,OPT-C-07-11,1
A012460,0.003956,0.0,OPT-C-01-04,0
A012461,0.000725,0.0,PALLET-C,1
A012462,0.000212415,0.00022657241254304877,OPT-C-07-11,85
A012463,0.00034848,9.062896501721951e-05,OPT-A-05-07,3
A012464,0.17269337499999995,0.0,OPT-C-01-04,0
A012465,1.26e-05,4.5314482508609755e-05,OPT-A-01-04,0
A012466,7.2e-05,9.062896501721951e-05,OPT-C-01-04,0
A012467,0.000658125,4.5314482508609755e-05,OPT-C-01-04,0
A012468,0.001836,4.5314482508609755e-05,OPT-C-01-04,0
A012469,0.001782,0.0,OPT-B-01-04,56
A012470,0.0017595,0.00013594344752582924,OPT-C-01-04,2
A012471,0.00039,0.0,PALLET-C,0
A012472,0.0012852,0.0,OPT-B-01-04,1
A012473,0.00012,0.0,OPT-C-05-07,0
A012474,0.004524,0.0002718868950516585,OPT-C-05-07,1
A012475,0.008724375,9.062896501721951e-05,OPT-B-01-04,10
A012476,0.00052,0.0,OPT-C-01-04,0
A012477,0.02320725,4.5314482508609755e-05,OPT-C-01-04,0
A012478,0.03105,9.062896501721951e-05,OPT-B-05-07,0
A012479,0.00027,0.0,OPT-C-01-04,4
A012480,0.006556,0.0,CANTI-LIGHT,5
A012481,0.0086275,0.0,PALLET-C,1
A012482,0.01253525,4.5314482508609755e-05,OPT-B-05-07,5
A012483,0.00833,0.0,OPT-C-01-04,0
A012484,0.00092625,0.0,PALLET-C,12
A012485,0.000342,4.5314482508609755e-05,OPT-C-01-04,0
A012486,0.000342,0.00018125793003443902,OPT-C-01-04,8
A012487,0.002392,0.0,PALLET-C,1
A012488,0.00078848,0.0,OPT-B-01-04,32
A012489,0.000338118,0.0,OPT-B-01-04,15
A012490,0.001026,0.00018125793003443902,OPT-B-01-04,3
A012491,0.0009657,0.00018125793003443902,OPT-A-01-04,15
A012492,3.3696e-05,0.0,PALLET-C,0
A012493,2.4244e-05,0.0,PALLET-C,13
A012494,1.4625e-05,0.0,OPT-B-01-04,2
A012495,4.25e-05,4.5314482508609755e-05,OPT-A-01-04,0
A012496,6.48e-05,4.5314482508609755e-05,OPT-A-01-04,20
A012497,1.8088e-05,0.00018125793003443902,OPT-A-01-04,0
A012498,4.9347999999999996e-05,9.062896501721951e-05,OPT-A-01-04,0
A012499,3.75e-05,4.5314482508609755e-05,OPT-C-01-04,0
A012500,8.51e-05,0.0,PALLET-C,2
A012501,1.08e-05,0.0004078303425774878,OPT-A-01-04,1
A012502,9.2e-05,0.0,OPT-C-01-04,3
A012503,6.9825e-05,0.0,OPT-C-01-04,12
A012504,8.2075e-05,4.5314482508609755e-05,OPT-C-01-04,8
A012505,9.4325e-05,0.00022657241254304877,OPT-C-01-04,0
A012506,0.000106352,0.0004078303425774878,OPT-A-01-04,6
A012507,1.3932e-05,0.0,PALLET-C,6
A012508,0.010246602016840864,4.5314482508609755e-05,OPT-C-01-04,0
A012509,1.0115e-05,0.00013594344752582924,OPT-B-01-04,0
A012510,0.0052291399068912685,4.5314482508609755e-05,OPT-B-01-04,0
A012511,3.5963999999999997e-05,0.0009062896501721951,OPT-A-01-04,4
A012512,2.475e-05,0.0,OPT-B-01-04,30
A012513,1.1376e-05,0.0007250317201377561,OPT-A-01-04,0
A012514,0.0026641846896551724,0.00013594344752582924,OPT-A-01-04,0
A012515,1.152e-05,0.0028548123980424145,OPT-A-01-04,0
A012516,1.8502e-05,4.5314482508609755e-05,OPT-C-01-04,0
A012517,1.3824e-05,0.0,OPT-B-01-04,4
A012518,7.5e-06,0.0038064165307232192,OPT-A-01-04,1
A012519,1.2615e-05,0.00022657241254304877,OPT-C-01-04,0
A012520,1.5138e-05,9.062896501721951e-05,OPT-B-01-04,13
A012521,9.68e-06,0.0002718868950516585,OPT-A-01-04,1
A012522,1.7248e-05,0.00022657241254304877,OPT-B-01-04,0
A012523,1.62e-05,0.0,OPT-B-01-04,0
A012524,2.7e-05,9.062896501721951e-05,OPT-C-01-04,0
A012525,4.7628e-05,4.5314482508609755e-05,OPT-C-01-04,1
A012526,8.279999999999999e-06,4.5314482508609755e-05,OPT-B-01-04,13
A012527,4.2900000000000004e-06,0.0002718868950516585,OPT-B-01-04,9
A012528,1.3248e-05,0.0007250317201377561,OPT-A-01-04,15
A012529,5.0625e-05,4.5314482508609755e-05,OPT-C-01-04,2
A012530,3.1941e-05,0.0,PALLET-C,8
A012531,2.2707e-05,4.5314482508609755e-05,OPT-C-01-04,0
A012532,5.5488e-05,0.0005890882726119267,OPT-A-01-04,13
A012533,1.4414999999999998e-05,0.0,PALLET-C,2
A012534,2.431e-06,0.00036251586006887804,OPT-B-01-04,0
A012535,4.312e-05,0.0005890882726119267,OPT-A-01-04,2
A012536,7.1672e-05,0.0,PALLET-C,10
A012537,3.2805e-05,9.062896501721951e-05,OPT-B-01-04,6
