date,uuid,quantity
2022-01-10,A024447,4
2022-01-10,A024458,46
2022-01-10,A024474,11
2022-01-10,A024480,24
2022-01-10,A024492,1
2022-01-10,A024524,3
2022-01-10,A024535,5
2022-01-10,A024547,7
2022-01-10,A024550,4
2022-01-10,A024551,4
2022-01-10,A024554,8
2022-01-10,A024559,5
2022-01-10,A024614,1
2022-01-10,A024623,4
2022-01-10,A024627,1
2022-01-10,A024637,1
2022-01-10,A024638,1
2022-01-10,A024653,13
2022-01-10,A024670,3
2022-01-10,A024680,3
2022-01-10,A024684,7
2022-01-10,A024698,16
2022-01-10,A024706,21
2022-01-10,A024738,1
2022-01-10,A024773,1
2022-01-10,A024775,1
2022-01-10,A024784,10
2022-01-10,A024788,11
2022-01-10,A024803,3
2022-01-10,A024806,7
2022-01-10,A024807,1
2022-01-10,A024824,1
2022-01-10,A024825,2
2022-01-10,A024832,7
2022-01-10,A024836,1
2022-01-10,A024880,1
2022-01-10,A024968,2
2022-01-10,A024994,2
2022-01-10,A025001,1
2022-01-10,A025030,3
2022-01-10,A025042,2
2022-01-10,A025045,6
2022-01-10,A025054,5
2022-01-10,A025057,4
2022-01-10,A025059,2
2022-01-10,A025088,2
2022-01-10,A025094,1
2022-01-10,A025098,2
2022-01-10,A025101,1
2022-01-10,A025104,3
2022-01-10,A025108,2
2022-01-10,A025110,2
2022-01-10,A025160,1
2022-01-10,A025163,2
2022-01-10,A025165,2
2022-01-10,A025166,1
2022-01-10,A025167,1
2022-01-10,A025180,1
2022-01-10,A025183,1
2022-01-10,A025232,13
2022-01-10,A025260,2
2022-01-10,A025261,3
2022-01-10,A025279,26
2022-01-10,A025287,1
2022-01-10,A025292,2
2022-01-10,A025297,1
2022-01-10,A025317,5
2022-01-10,A025318,1
2022-01-10,A025325,1
2022-01-10,A025420,1
2022-01-10,A025457,1
2022-01-10,A025529,1
2022-01-10,A025605,1
2022-01-10,A025679,1
2022-01-10,A025696,2
2022-01-10,A025723,2
2022-01-10,A025751,1
2022-01-10,A025919,1
2022-01-10,A025927,1
2022-01-10,A026087,4
2022-01-10,A026105,2
2022-01-10,A026136,1
2022-01-10,A026137,1
2022-01-10,A026140,4
2022-01-10,A026213,15
2022-01-10,A026227,5
2022-01-10,A026246,5
2022-01-10,A026271,3
2022-01-10,A026285,9
2022-01-10,A026287,1
2022-01-10,A026293,10
2022-01-10,A026300,10
2022-01-10,A026308,1
2022-01-10,A026407,6
2022-01-10,A026491,1
2022-01-10,A026501,1
2022-01-10,A026507,8
2022-01-10,A026509,7
2022-01-10,A026513,77
2022-01-10,A026516,2
2022-01-10,A026525,2
2022-01-10,A026526,4
2022-01-10,A026533,40
2022-01-10,A026536,1
2022-01-10,A026542,10
2022-01-10,A026544,2
2022-01-10,A026554,3
2022-01-10,A026557,8
2022-01-10,A026566,1
2022-01-10,A026649,1
2022-01-10,A026780,2
2022-01-10,A026856,1
2022-01-10,A026865,2
2022-01-10,A026867,1
2022-01-10,A027058,2
2022-01-10,A027128,1
2022-01-10,A027188,1
2022-01-10,A027265,1
2022-01-10,A027270,1
2022-01-10,A027290,1
2022-01-10,A027291,2
2022-01-10,A027371,1
2022-01-10,A027396,1
2022-01-10,A027513,2
2022-01-10,A027640,1
2022-01-10,A027690,1
2022-01-10,A027791,10
2022-01-10,A027816,3
2022-01-10,A027843,3
2022-01-10,A027859,10
2022-01-10,A027897,3
2022-01-10,A027991,2
2022-01-10,A028041,2
2022-01-10,A028048,2
2022-01-10,A028079,2
2022-01-10,A028139,1
2022-01-10,A028190,1
2022-01-10,A028331,1
2022-01-10,A028508,3
2022-01-10,A028519,1
2022-01-10,A028526,1
2022-01-10,A028703,1
2022-01-10,A028709,2
2022-01-10,A028737,1
2022-01-10,A028743,1
2022-01-10,A028761,2
2022-01-10,A028800,2
2022-01-10,A028851,1
2022-01-10,A028878,2
2022-01-10,A028890,15
2022-01-10,A028940,1
2022-01-10,A028942,3
2022-01-10,A028945,1
2022-01-10,A029042,1
2022-01-10,A029054,1
2022-01-10,A029119,1
2022-01-10,A029181,1
2022-01-10,A029193,6
2022-01-10,A029285,1
2022-01-10,A029374,1
2022-01-10,A029606,13
2022-01-10,A029687,3
2022-01-10,A029724,7
2022-01-10,A029761,3
2022-01-10,A029876,8
2022-01-10,A029956,30
2022-01-10,A030004,4
2022-01-10,A030013,3
2022-01-10,A030023,1
2022-01-10,A030049,1
2022-01-10,A030051,3
2022-01-10,A030096,1
2022-01-10,A030106,2
2022-01-10,A030108,1
2022-01-10,A030122,1
2022-01-10,A030126,3
2022-01-10,A030135,1
2022-01-10,A030168,1
2022-01-10,A030175,200
2022-01-10,A030176,6
2022-01-10,A030186,200
2022-01-10,A030188,10
2022-01-10,A030222,18
2022-01-10,A030225,18
2022-01-10,A030226,42
2022-01-10,A030229,300
2022-01-10,A030230,400
2022-01-10,A030231,400
2022-01-10,A030235,540
2022-01-10,A030236,300
2022-01-10,A030237,540
2022-01-10,A030239,1020
2022-01-10,A030241,300
2022-01-10,A030242,180
2022-01-10,A030243,180
2022-01-10,A030388,3
2022-01-10,A030452,2
2022-01-10,A030463,20
2022-01-11,A000013,40
2022-01-11,A000034,2
2022-01-11,A000091,25
2022-01-11,A000092,1000
2022-01-11,A000094,25
2022-01-11,A000121,10
2022-01-11,A000131,50
2022-01-11,A000284,50
2022-01-11,A000346,20
2022-01-11,A000439,30
2022-01-11,A000447,10
2022-01-11,A000536,50
2022-01-11,A000537,10
2022-01-11,A000560,100
2022-01-11,A000572,20
2022-01-11,A000662,10
2022-01-11,A000681,10
2022-01-11,A000736,40
2022-01-11,A000752,30
2022-01-11,A000763,10
2022-01-11,A000766,50
2022-01-11,A000840,100
2022-01-11,A001041,3
2022-01-11,A001082,2
2022-01-11,A001206,50
2022-01-11,A001230,2
2022-01-11,A001249,15
2022-01-11,A001250,30
2022-01-11,A001311,5
2022-01-11,A001357,10
2022-01-11,A001368,10
2022-01-11,A001370,5
2022-01-11,A001378,100
2022-01-11,A001437,20
2022-01-11,A001632,20
2022-01-11,A001638,300
2022-01-11,A001640,200
2022-01-11,A001641,100
2022-01-11,A001654,100
2022-01-11,A001662,150
2022-01-11,A001667,550
2022-01-11,A001684,20
2022-01-11,A001798,1
2022-01-11,A001848,10
2022-01-11,A001949,4
2022-01-11,A001957,15
2022-01-11,A001959,8
2022-01-11,A001972,1
2022-01-11,A001975,20
2022-01-11,A001994,1
2022-01-11,A002011,30
2022-01-11,A002041,40
2022-01-11,A002111,1
2022-01-11,A002147,2
2022-01-11,A002201,1
2022-01-11,A002399,5
2022-01-11,A002459,5
2022-01-11,A002514,1
2022-01-11,A002646,2
2022-01-11,A002667,6
2022-01-11,A002688,10
2022-01-11,A002711,10
2022-01-11,A002728,20
2022-01-11,A002749,50
2022-01-11,A002781,5
2022-01-11,A002833,390
2022-01-11,A002834,50
2022-01-11,A002844,162
2022-01-11,A002863,3
2022-01-11,A002865,4
2022-01-11,A002930,3
2022-01-11,A003057,5
2022-01-11,A003064,5
2022-01-11,A003122,2
2022-01-11,A003139,100
2022-01-11,A003150,5
2022-01-11,A003271,25
2022-01-11,A003276,10
2022-01-11,A003295,13
2022-01-11,A003297,4
2022-01-11,A003307,1
2022-01-11,A003338,10
2022-01-11,A003459,10
2022-01-11,A003470,20
2022-01-11,A003506,2
2022-01-11,A003516,5
2022-01-11,A003540,15
2022-01-11,A003587,3
2022-01-11,A003596,1
2022-01-11,A003624,2
2022-01-11,A003648,20
2022-01-11,A003649,15
2022-01-11,A003689,6
2022-01-11,A003710,30
2022-01-11,A003721,10
2022-01-11,A003723,3
2022-01-11,A003724,5
2022-01-11,A003762,3
2022-01-11,A003823,2
2022-01-11,A003861,50
2022-01-11,A003872,98
2022-01-11,A003888,5
2022-01-11,A003971,10
2022-01-11,A003996,20
2022-01-11,A004083,10
2022-01-11,A004110,3
2022-01-11,A004143,2
2022-01-11,A004183,2
2022-01-11,A004191,6
2022-01-11,A004251,2
2022-01-11,A004253,5
2022-01-11,A004259,2
2022-01-11,A004309,6
2022-01-11,A004350,40
2022-01-11,A004362,32
2022-01-11,A004398,20
2022-01-11,A004441,20
2022-01-11,A004542,34
2022-01-11,A004575,18
2022-01-11,A004580,120
2022-01-11,A004593,2
2022-01-11,A004656,8
2022-01-11,A004696,10
2022-01-11,A004699,10
2022-01-11,A004715,10
2022-01-11,A004718,10
2022-01-11,A004719,10
2022-01-11,A004723,5
2022-01-11,A004746,6
2022-01-11,A004750,100
2022-01-11,A004773,10
2022-01-11,A004796,1
2022-01-11,A004831,3
2022-01-11,A004833,20
2022-01-11,A004862,10
2022-01-11,A004863,10
2022-01-11,A004865,10
2022-01-11,A004870,6
2022-01-11,A004904,15
2022-01-11,A004911,1
2022-01-11,A004955,2
2022-01-11,A004973,200
2022-01-11,A005084,5
2022-01-11,A005097,120
2022-01-11,A005100,10
2022-01-11,A005101,15
2022-01-11,A005103,5
2022-01-11,A005155,1
2022-01-11,A005363,100
2022-01-11,A005365,2
2022-01-11,A005505,3
2022-01-11,A005604,4
2022-01-11,A005689,50
2022-01-11,A005702,100
2022-01-11,A005799,100
2022-01-11,A005929,1
2022-01-11,A006151,30
2022-01-11,A006156,20
2022-01-11,A006214,10
2022-01-11,A006665,10
2022-01-11,A006835,2
2022-01-11,A006898,192
2022-01-11,A006899,118
2022-01-11,A006903,3
2022-01-11,A006905,28
2022-01-11,A006907,164
2022-01-11,A006908,92
2022-01-11,A006909,20
2022-01-11,A006938,3
2022-01-11,A006946,10
2022-01-11,A006960,170
2022-01-11,A006964,120
2022-01-11,A007016,1
2022-01-11,A007174,5
2022-01-11,A007180,30
2022-01-11,A007244,10
2022-01-11,A007314,10
2022-01-11,A007402,2
2022-01-11,A007440,24
2022-01-11,A007442,35
2022-01-11,A007447,10
2022-01-11,A007474,2
2022-01-11,A007486,2
2022-01-11,A007514,10
2022-01-11,A007582,30
2022-01-11,A007685,10
2022-01-11,A007703,300
2022-01-11,A007711,5
2022-01-11,A007746,3
2022-01-11,A007898,6
2022-01-11,A008183,10
2022-01-11,A008190,5
2022-01-11,A008216,10
2022-01-11,A008315,3
2022-01-11,A008351,20
2022-01-11,A008553,2
2022-01-11,A008582,4
2022-01-11,A009125,15
2022-01-11,A009341,5
2022-01-11,A009527,1
2022-01-11,A009618,2
2022-01-11,A009706,3
2022-01-11,A009707,4
2022-01-11,A009716,4
2022-01-11,A009717,4
2022-01-11,A009761,3
2022-01-11,A010033,4
2022-01-11,A010037,20
2022-01-11,A010051,5
2022-01-11,A010064,5
2022-01-11,A010114,2
2022-01-11,A010176,2
2022-01-11,A010221,50
2022-01-11,A010287,20
2022-01-11,A010394,10
2022-01-11,A010400,10
2022-01-11,A010464,5
2022-01-11,A010467,2
2022-01-11,A010469,6
2022-01-11,A010475,1
2022-01-11,A010568,44
2022-01-11,A010614,16
2022-01-11,A010661,1
2022-01-11,A010768,10
2022-01-11,A010821,6
2022-01-11,A010896,3
2022-01-11,A010946,10
2022-01-11,A010948,5
2022-01-11,A010950,240
2022-01-11,A010951,57
2022-01-11,A010969,5
2022-01-11,A010980,3
2022-01-11,A011040,1
2022-01-11,A011059,1
2022-01-11,A011277,2
2022-01-11,A011522,151
2022-01-11,A011530,20
2022-01-11,A011745,12
2022-01-11,A011790,20
2022-01-11,A011832,1
2022-01-11,A011835,1
2022-01-11,A011912,5
2022-01-11,A011976,2
2022-01-11,A012025,10
2022-01-11,A012173,1
2022-01-11,A012225,3
2022-01-11,A012226,2
2022-01-11,A012276,1
2022-01-11,A012436,4
2022-01-11,A012477,1
2022-01-11,A012485,6
2022-01-11,A012584,60
2022-01-11,A012862,1
2022-01-11,A013090,100
2022-01-11,A013092,12
2022-01-11,A013195,40
2022-01-11,A013239,1
2022-01-11,A013272,20
2022-01-11,A013351,10
2022-01-11,A013496,50
2022-01-11,A013499,20
2022-01-11,A013535,2
2022-01-11,A013656,1
2022-01-11,A013657,1
2022-01-11,A013665,5
2022-01-11,A013666,1
2022-01-11,A013668,1
2022-01-11,A013670,7
2022-01-11,A013753,12
2022-01-11,A013813,65
2022-01-11,A013968,60
2022-01-11,A014035,2
2022-01-11,A014131,6
2022-01-11,A014180,2
2022-01-11,A020122,2
2022-01-12,A001228,4
2022-01-12,A001437,4
2022-01-12,A013376,2
2022-01-12,A013413,2
2022-01-12,A017519,1
2022-01-12,A019004,4
2022-01-12,A019249,1
2022-01-12,A019629,1
2022-01-12,A021451,1
2022-01-12,A024303,1
2022-01-12,A024379,1
2022-01-12,A024505,1
2022-01-12,A024518,1
2022-01-12,A024543,1
2022-01-12,A026227,1
2022-01-12,A026300,1
2022-01-12,A026485,1
2022-01-12,A026653,1
2022-01-12,A027455,1
2022-01-12,A027827,1
2022-01-12,A029798,1
2022-01-13,A014629,10
2022-01-13,A018967,1
2022-01-13,A019424,1
2022-01-13,A019527,1
2022-01-13,A023892,1
2022-01-13,A023925,1
2022-01-13,A024124,1
2022-01-13,A024619,1
2022-01-13,A027647,1
2022-01-13,A027800,1
2022-01-13,A027828,1
2022-01-13,A029658,1
2022-01-13,A029807,1
2022-01-13,A029821,2
2022-01-16,A000072,100
2022-01-16,A000355,2
2022-01-16,A000460,5
2022-01-16,A000480,5
2022-01-16,A000548,4
2022-01-16,A000559,2
2022-01-16,A000706,5
2022-01-16,A000753,10
2022-01-16,A001544,2
2022-01-16,A002015,10
2022-01-16,A002147,1
2022-01-16,A002370,1
2022-01-16,A002440,3
2022-01-16,A002645,1
2022-01-16,A002688,10
2022-01-16,A002714,24
2022-01-16,A002715,24
2022-01-16,A002792,1
2022-01-16,A002939,4
2022-01-16,A003012,6
2022-01-16,A003165,3
2022-01-16,A003192,1
2022-01-16,A003296,5
2022-01-16,A003526,3
2022-01-16,A003638,6
2022-01-16,A003944,6
2022-01-16,A004232,1
2022-01-16,A004526,30
2022-01-16,A004538,5
2022-01-16,A004539,2
2022-01-16,A004618,2
2022-01-16,A005085,3
2022-01-16,A005132,6
2022-01-16,A005565,2
2022-01-16,A005589,2
2022-01-16,A005708,2
2022-01-16,A005799,70
2022-01-16,A006298,10
2022-01-16,A006310,5
2022-01-16,A006620,1
2022-01-16,A006797,1
2022-01-16,A006842,1
2022-01-16,A007150,10
2022-01-16,A007188,3
2022-01-16,A007263,1
2022-01-16,A007314,10
2022-01-16,A008270,10
2022-01-16,A008382,5
2022-01-16,A008965,1
2022-01-16,A009070,7
2022-01-16,A009349,1
2022-01-16,A009952,2
2022-01-16,A010038,10
2022-01-16,A010252,2
2022-01-16,A010299,2
2022-01-16,A010692,12
2022-01-16,A010719,1
2022-01-16,A010770,3
2022-01-16,A011635,1
2022-01-16,A011643,4
2022-01-16,A011813,3
2022-01-16,A011929,1
2022-01-16,A012011,5
2022-01-16,A012317,2
2022-01-16,A012565,2
2022-01-16,A012802,20
2022-01-16,A012821,10
2022-01-16,A013076,2
2022-01-16,A013082,2
2022-01-16,A013814,3
2022-01-16,A014273,2
2022-01-16,A014616,30
2022-01-16,A014694,20
2022-01-16,A014734,1
2022-01-16,A014756,1
2022-01-16,A014809,1
2022-01-16,A014861,10
2022-01-16,A014956,8
2022-01-16,A014996,200
2022-01-16,A015089,2
2022-01-16,A015215,1
2022-01-16,A015217,1
2022-01-16,A015263,20
2022-01-16,A015642,2
2022-01-16,A016120,10
2022-01-16,A016354,1
2022-01-16,A016405,1
2022-01-16,A016588,500
2022-01-16,A016636,3
2022-01-16,A016727,2
2022-01-16,A016788,20
2022-01-16,A016846,5
2022-01-16,A016873,1
2022-01-16,A016879,2
2022-01-16,A016881,2
2022-01-16,A016979,1
2022-01-16,A017212,4
2022-01-16,A017284,1
2022-01-16,A017625,1
2022-01-16,A017781,1
2022-01-16,A018356,5
2022-01-16,A018405,1
2022-01-16,A018423,1
2022-01-16,A019315,6
2022-01-16,A019331,1
2022-01-16,A019531,2
2022-01-16,A019632,1
2022-01-16,A020023,1
2022-01-16,A020062,1
2022-01-16,A020239,1
2022-01-16,A020285,1
2022-01-16,A020331,4
2022-01-16,A020449,5
2022-01-16,A020678,2
2022-01-16,A020847,1
2022-01-16,A020896,1
2022-01-16,A021125,2
2022-01-16,A021158,2
2022-01-16,A021494,1
2022-01-16,A021652,4
2022-01-16,A021685,1
2022-01-16,A021862,1
2022-01-16,A022067,1
2022-01-16,A022142,1
2022-01-16,A022146,1
2022-01-16,A022147,3
2022-01-16,A022395,1
2022-01-16,A022396,2
2022-01-16,A022582,2
2022-01-16,A022657,10
2022-01-16,A023187,5
2022-01-16,A023188,10
2022-01-16,A023198,3
2022-01-16,A023489,2
2022-01-16,A023715,1
2022-01-16,A023918,2
2022-01-16,A023938,2
2022-01-16,A023979,2
2022-01-16,A024086,1
2022-01-16,A024087,1
2022-01-16,A024147,1
2022-01-16,A024230,1
2022-01-16,A024255,2
2022-01-16,A024442,1
2022-01-16,A024480,1
2022-01-16,A024487,1
2022-01-16,A024492,1
2022-01-16,A024502,1
2022-01-16,A024534,1
2022-01-16,A024539,2
2022-01-16,A024708,1
2022-01-16,A024734,1
2022-01-16,A024773,1
2022-01-16,A024968,2
2022-01-16,A024969,1
2022-01-16,A024986,1
2022-01-16,A025030,2
2022-01-16,A025153,1
2022-01-16,A025994,2
2022-01-16,A026293,3
2022-01-16,A026300,2
2022-01-16,A026482,1
2022-01-16,A026511,1
2022-01-16,A026532,1
2022-01-16,A026619,1
2022-01-16,A026628,1
2022-01-16,A026634,1
2022-01-16,A026635,1
2022-01-16,A027022,1
2022-01-16,A027184,1
2022-01-16,A027356,1
2022-01-16,A027366,1
2022-01-16,A027607,1
2022-01-16,A027612,1
2022-01-16,A027686,1
2022-01-16,A027865,3
2022-01-16,A027879,1
2022-01-16,A027938,1
2022-01-16,A028525,1
2022-01-16,A028691,1
2022-01-16,A029062,1
2022-01-16,A029405,1
2022-01-16,A029453,1
2022-01-16,A029864,1
2022-01-16,A030226,12
2022-01-17,A000058,2
2022-01-17,A000108,5
2022-01-17,A000139,5
2022-01-17,A000255,15
2022-01-17,A000285,5
2022-01-17,A000302,5
2022-01-17,A000312,12
2022-01-17,A000375,10
2022-01-17,A000382,40
2022-01-17,A000450,4
2022-01-17,A000526,10
2022-01-17,A000680,10
2022-01-17,A000703,10
2022-01-17,A000737,70
2022-01-17,A000843,30
2022-01-17,A001109,2
2022-01-17,A001122,2
2022-01-17,A001197,5
2022-01-17,A001199,5
2022-01-17,A001309,10
2022-01-17,A001317,2
2022-01-17,A001359,40
2022-01-17,A001458,5
2022-01-17,A001488,5
2022-01-17,A001669,80
2022-01-17,A001696,10
2022-01-17,A001724,10
2022-01-17,A001955,5
2022-01-17,A002007,1
2022-01-17,A002014,2
2022-01-17,A002015,2
2022-01-17,A002139,1
2022-01-17,A002260,1
2022-01-17,A002438,2
2022-01-17,A002482,1
2022-01-17,A002561,6
2022-01-17,A002792,1
2022-01-17,A002813,2
2022-01-17,A002839,3
2022-01-17,A003095,2
2022-01-17,A003299,2
2022-01-17,A003359,10
2022-01-17,A003459,14
2022-01-17,A003711,2
2022-01-17,A003720,2
2022-01-17,A003733,1
2022-01-17,A003742,1
2022-01-17,A003782,2
2022-01-17,A003940,30
2022-01-17,A004011,20
2022-01-17,A004158,2
2022-01-17,A004184,2
2022-01-17,A004199,1
2022-01-17,A004385,10
2022-01-17,A004419,24
2022-01-17,A004470,10
2022-01-17,A004522,5
2022-01-17,A004724,5
2022-01-17,A004747,2
2022-01-17,A004753,10
2022-01-17,A004863,2
2022-01-17,A004891,2
2022-01-17,A004930,1
2022-01-17,A004942,9
2022-01-17,A004945,1
2022-01-17,A005094,3
2022-01-17,A005285,3
2022-01-17,A005362,10
2022-01-17,A005368,2
2022-01-17,A005405,1
2022-01-17,A005478,1
2022-01-17,A005648,10
2022-01-17,A005682,10
2022-01-17,A005771,2
2022-01-17,A005799,4
2022-01-17,A006082,3
2022-01-17,A006095,2
2022-01-17,A006152,5
2022-01-17,A006311,5
2022-01-17,A006391,1
2022-01-17,A006392,1
2022-01-17,A006867,4
2022-01-17,A007013,1
2022-01-17,A007015,1
2022-01-17,A007049,1
2022-01-17,A007099,2
2022-01-17,A007188,7
2022-01-17,A007295,2
2022-01-17,A007296,1
2022-01-17,A007587,2
2022-01-17,A007695,2
2022-01-17,A007755,1
2022-01-17,A007780,2
2022-01-17,A007824,1
2022-01-17,A007876,2
2022-01-17,A007900,2
2022-01-17,A007917,4
2022-01-17,A007951,2
2022-01-17,A007975,1
2022-01-17,A008013,1
2022-01-17,A008033,200
2022-01-17,A008123,1
2022-01-17,A008162,5
2022-01-17,A008201,2
2022-01-17,A008252,15
2022-01-17,A008254,1
2022-01-17,A008272,2
2022-01-17,A008383,10
2022-01-17,A008528,3
2022-01-17,A008553,8
2022-01-17,A008572,2
2022-01-17,A008587,5
2022-01-17,A008595,2
2022-01-17,A008829,2
2022-01-17,A009022,1
2022-01-17,A009142,4
2022-01-17,A009270,5
2022-01-17,A009341,20
2022-01-17,A009451,1
2022-01-17,A009574,2
2022-01-17,A009612,2
2022-01-17,A009614,2
2022-01-17,A009656,1
2022-01-17,A009764,1
2022-01-17,A009788,3
2022-01-17,A009812,4
2022-01-17,A009818,1
2022-01-17,A009949,2
2022-01-17,A010003,1
2022-01-17,A010038,20
2022-01-17,A010039,10
2022-01-17,A010055,12
2022-01-17,A010190,15
2022-01-17,A010317,2
2022-01-17,A010411,5
2022-01-17,A010421,10
2022-01-17,A010558,3
2022-01-17,A010736,1
2022-01-17,A010901,2
2022-01-17,A010902,6
2022-01-17,A010911,2
2022-01-17,A011212,2
2022-01-17,A011258,1
2022-01-17,A011352,2
2022-01-17,A011382,2
2022-01-17,A011504,1
2022-01-17,A011677,1
2022-01-17,A011776,3
2022-01-17,A011842,1
2022-01-17,A011965,1
2022-01-17,A011971,1
2022-01-17,A012000,3
2022-01-17,A012075,10
2022-01-17,A012083,10
2022-01-17,A012144,10
2022-01-17,A012147,10
2022-01-17,A012152,10
2022-01-17,A012305,20
2022-01-17,A012312,10
2022-01-17,A012313,5
2022-01-17,A012395,1
2022-01-17,A012551,10
2022-01-17,A012756,2
2022-01-17,A012875,3
2022-01-17,A012884,1
2022-01-17,A012893,1
2022-01-17,A012919,2
2022-01-17,A012967,2
2022-01-17,A012979,2
2022-01-17,A012986,3
2022-01-17,A013030,2
2022-01-17,A013032,10
2022-01-17,A013075,1
2022-01-17,A013079,1
2022-01-17,A013082,5
2022-01-17,A013118,4
2022-01-17,A013149,1
2022-01-17,A013448,2
2022-01-17,A013449,10
2022-01-17,A013459,1
2022-01-17,A013498,2
2022-01-17,A013593,3
2022-01-17,A013693,20
2022-01-17,A013705,3
2022-01-17,A013723,2
2022-01-17,A013733,2
2022-01-17,A013746,5
2022-01-17,A014036,3
2022-01-17,A014152,2
2022-01-17,A014159,4
2022-01-17,A014164,2
2022-01-17,A014182,1
2022-01-17,A014217,1
2022-01-17,A019977,1
2022-01-17,A023055,2
2022-01-17,A023940,1
2022-01-18,A000073,100
2022-01-18,A004718,1
2022-01-18,A004723,1
2022-01-18,A015311,4
2022-01-18,A017032,1
2022-01-18,A019447,1
2022-01-18,A020489,2
2022-01-18,A020518,1
2022-01-18,A027015,1
2022-01-18,A027397,1
2022-01-18,A029761,1
2022-01-19,A004325,1
2022-01-19,A009721,1
2022-01-19,A011438,1
2022-01-19,A013931,1
2022-01-19,A020810,1
2022-01-19,A021694,1
2022-01-19,A021712,1
2022-01-19,A022326,2
2022-01-19,A023153,1
2022-01-19,A023227,1
2022-01-19,A024236,1
2022-01-19,A025015,1
2022-01-19,A025891,1
2022-01-19,A026020,1
2022-01-19,A027813,1
2022-01-19,A027841,1
2022-01-19,A029277,1
2022-01-20,A013860,1
2022-01-20,A013923,1
2022-01-20,A014758,1
2022-01-20,A017545,20
2022-01-20,A019348,1
2022-01-20,A027878,1
2022-01-20,A029071,1
2022-01-21,A000420,4
2022-01-21,A000422,4
2022-01-21,A000704,8
2022-01-21,A002111,1
2022-01-21,A011119,1
2022-01-23,A004309,1
2022-01-23,A008383,1
2022-01-23,A009572,1
2022-01-23,A011365,2
2022-01-23,A012389,2
2022-01-23,A013862,2
2022-01-23,A013916,1
2022-01-23,A015538,2
2022-01-23,A016896,1
2022-01-23,A016959,2
2022-01-23,A019105,1
2022-01-23,A019315,1
2022-01-23,A019401,1
2022-01-23,A019968,1
2022-01-23,A020015,1
2022-01-23,A021286,3
2022-01-23,A023188,1
2022-01-23,A026068,1
2022-01-24,A008282,1
2022-01-24,A010328,1
2022-01-24,A014935,4
2022-01-24,A014998,200
2022-01-24,A015301,7
2022-01-24,A015304,5
2022-01-24,A015340,5
2022-01-24,A015640,1
2022-01-24,A015646,10
2022-01-24,A015987,10
2022-01-24,A016007,10
2022-01-24,A016129,25
2022-01-24,A016457,50
2022-01-24,A016630,2
2022-01-24,A016724,15
2022-01-24,A016807,10
2022-01-24,A016809,3
2022-01-24,A016958,5
2022-01-24,A016964,1
2022-01-24,A017034,5
2022-01-24,A017071,3
2022-01-24,A017072,5
2022-01-24,A017088,2
2022-01-24,A017325,4
2022-01-24,A017701,4
2022-01-24,A017712,40
2022-01-24,A018012,1
2022-01-24,A018715,5
2022-01-24,A019086,1
2022-01-24,A019268,6
2022-01-24,A019343,8
2022-01-24,A019486,1
2022-01-24,A019962,13
2022-01-24,A019994,10
2022-01-24,A020078,2
2022-01-24,A020142,1
2022-01-24,A020258,9
2022-01-24,A020265,15
2022-01-24,A020341,1
2022-01-24,A020354,10
2022-01-24,A020455,4
2022-01-24,A020489,2
2022-01-24,A020684,14
2022-01-24,A020685,4
2022-01-24,A020838,3
2022-01-24,A021199,1
2022-01-24,A021250,1
2022-01-24,A021288,10
2022-01-24,A021364,30
2022-01-24,A021601,5
2022-01-24,A021644,2
2022-01-24,A021834,10
2022-01-24,A022062,10
2022-01-24,A022227,2
2022-01-24,A022279,1
2022-01-24,A022315,1
2022-01-24,A022329,2
2022-01-24,A022349,20
2022-01-24,A022398,13
2022-01-24,A022572,1
2022-01-24,A022743,45
2022-01-24,A022779,23
2022-01-24,A022849,3
2022-01-24,A022917,4
2022-01-24,A022972,1
2022-01-24,A023035,10
2022-01-24,A023935,1
2022-01-24,A024015,2
2022-01-24,A024044,2
2022-01-24,A024136,12
2022-01-24,A024190,20
2022-01-24,A024253,1
2022-01-24,A024278,20
2022-01-24,A024280,20
2022-01-24,A024294,20
2022-01-24,A024543,30
2022-01-24,A024546,16
2022-01-24,A024619,20
2022-01-24,A024635,30
2022-01-24,A024810,17
2022-01-24,A025034,13
2022-01-24,A025120,1
2022-01-24,A025263,12
2022-01-24,A025269,1
2022-01-24,A025289,2
2022-01-24,A025327,4
2022-01-24,A025338,1
2022-01-24,A025535,2
2022-01-24,A025671,2
2022-01-24,A026012,5
2022-01-24,A026219,6
2022-01-24,A026312,10
2022-01-24,A026534,286
2022-01-24,A026545,1498
2022-01-24,A026634,1
2022-01-24,A026635,1
2022-01-24,A026753,1
2022-01-24,A026977,4
2022-01-24,A027023,4
2022-01-24,A027197,5
2022-01-24,A027722,1
2022-01-24,A027800,15
2022-01-24,A027813,14
2022-01-24,A027828,15
2022-01-24,A027841,15
2022-01-24,A027849,5
2022-01-24,A027987,1
2022-01-24,A028685,2
2022-01-24,A028686,2
2022-01-24,A029179,1
2022-01-24,A029257,10
2022-01-24,A029258,20
2022-01-24,A029703,14
2022-01-24,A029783,18
2022-01-25,A000931,1
2022-01-25,A001783,1
2022-01-25,A001789,10
2022-01-25,A001904,4
2022-01-25,A002236,4
2022-01-25,A002816,2
2022-01-25,A004178,10
2022-01-25,A005163,2
2022-01-25,A005325,1
2022-01-25,A005418,10
2022-01-25,A005518,2
2022-01-25,A005644,1
2022-01-25,A005816,1
2022-01-25,A006142,60
